id,date,user,pc,to,cc,bcc,from,size,attachments
EML0000711,01/06/2026 10:03:30,USR0011,PC-USR0011-01,colleague10@dTA.org,,,usr0011@dTA.org,450000.0,
EML0000712,01/06/2026 13:56:28,USR0011,PC-USR0011-01,colleague6@dTA.org,,,usr0011@dTA.org,450000.0,
EML0000713,01/06/2026 14:26:21,USR0011,PC-USR0011-01,colleague8@dTA.org,,,usr0011@dTA.org,450000.0,memo.docx
EML0000714,01/06/2026 16:09:10,USR0011,PC-USR0011-01,colleague7@dTA.org,,,usr0011@dTA.org,450000.0,
EML0000715,01/06/2026 12:18:32,USR0011,PC-USR0011-01,colleague6@dTA.org,,,usr0011@dTA.org,450000.0,
EML0000716,01/06/2026 16:37:21,USR0012,PC-USR0012-01,colleague9@dTA.org,,,usr0012@dTA.org,450000.0,memo.docx
EML0000717,01/06/2026 10:21:34,USR0012,PC-USR0012-01,colleague6@dTA.org,,,usr0012@dTA.org,450000.0,
EML0000718,01/06/2026 10:04:27,USR0012,PC-USR0012-01,colleague4@dTA.org,,,usr0012@dTA.org,450000.0,
EML0000719,01/06/2026 16:05:18,USR0012,PC-USR0012-01,colleague10@dTA.org,,,usr0012@dTA.org,450000.0,memo.docx
EML0000720,01/06/2026 09:57:50,USR0012,PC-USR0012-01,colleague8@dTA.org,,,usr0012@dTA.org,450000.0,
EML0000721,01/06/2026 16:19:44,USR0012,PC-USR0012-01,colleague2@dTA.org,,,usr0012@dTA.org,450000.0,
EML0000722,01/06/2026 13:58:11,USR0012,PC-USR0012-01,colleague5@dTA.org,,,usr0012@dTA.org,450000.0,
EML0000723,01/06/2026 09:22:45,USR0013,PC-USR0013-01,colleague4@dTA.org,,,usr0013@dTA.org,450000.0,
EML0000724,01/06/2026 13:39:16,USR0013,PC-USR0013-01,colleague2@dTA.org,,,usr0013@dTA.org,450000.0,
EML0000725,01/06/2026 16:07:21,USR0013,PC-USR0013-01,colleague8@dTA.org,,,usr0013@dTA.org,450000.0,
EML0000726,01/06/2026 14:22:31,USR0013,PC-USR0013-01,colleague2@dTA.org,,,usr0013@dTA.org,450000.0,
EML0000727,01/06/2026 15:27:51,USR0013,PC-USR0013-01,colleague4@dTA.org,,,usr0013@dTA.org,450000.0,memo.docx
EML0000728,01/06/2026 11:17:26,USR0013,PC-USR0013-01,colleague4@dTA.org,,,usr0013@dTA.org,450000.0,memo.docx
EML0000729,01/06/2026 15:07:47,USR0013,PC-USR0013-01,colleague7@dTA.org,,,usr0013@dTA.org,450000.0,memo.docx
EML0000730,01/06/2026 10:42:42,USR0013,PC-USR0013-01,colleague9@dTA.org,,,usr0013@dTA.org,450000.0,
EML0000731,01/06/2026 15:15:20,USR0013,PC-USR0013-01,colleague3@dTA.org,,,usr0013@dTA.org,450000.0,memo.docx
EML0000732,01/06/2026 14:52:18,USR0014,PC-USR0014-01,colleague6@dTA.org,,,usr0014@dTA.org,450000.0,
EML0000733,01/06/2026 09:21:18,USR0014,PC-USR0014-01,colleague10@dTA.org,,,usr0014@dTA.org,450000.0,
EML0000734,01/06/2026 09:42:36,USR0014,PC-USR0014-01,colleague10@dTA.org,,,usr0014@dTA.org,450000.0,
EML0000735,01/06/2026 12:36:54,USR0014,PC-USR0014-01,colleague8@dTA.org,,,usr0014@dTA.org,450000.0,
EML0000736,01/06/2026 16:15:33,USR0014,PC-USR0014-01,colleague9@dTA.org,,,usr0014@dTA.org,450000.0,
EML0000737,01/06/2026 13:24:06,USR0014,PC-USR0014-01,colleague7@dTA.org,,,usr0014@dTA.org,450000.0,
EML0000738,01/06/2026 16:17:14,USR0015,PC-USR0015-01,colleague4@dTA.org,,,usr0015@dTA.org,450000.0,
EML0000739,01/06/2026 13:42:36,USR0015,PC-USR0015-01,colleague7@dTA.org,,,usr0015@dTA.org,450000.0,
EML0000740,01/06/2026 14:23:10,USR0015,PC-USR0015-01,colleague4@dTA.org,,,usr0015@dTA.org,450000.0,
EML0000741,01/06/2026 10:30:49,USR0015,PC-USR0015-01,colleague1@dTA.org,,,usr0015@dTA.org,450000.0,
EML0000742,01/06/2026 12:23:15,USR0015,PC-USR0015-01,colleague1@dTA.org,,,usr0015@dTA.org,450000.0,
EML0000743,01/06/2026 09:19:39,USR0015,PC-USR0015-01,colleague10@dTA.org,,,usr0015@dTA.org,450000.0,
EML0000744,01/06/2026 15:40:25,USR0015,PC-USR0015-01,colleague6@dTA.org,,,usr0015@dTA.org,450000.0,
EML0000745,01/06/2026 15:45:07,USR0015,PC-USR0015-01,colleague10@dTA.org,,,usr0015@dTA.org,450000.0,
EML0000746,01/06/2026 16:15:06,USR0015,PC-USR0015-01,colleague8@dTA.org,,,usr0015@dTA.org,450000.0,
EML0000747,01/06/2026 13:48:27,USR0015,PC-USR0015-01,colleague3@dTA.org,,,usr0015@dTA.org,450000.0,
EML0000748,01/06/2026 16:49:14,USR0016,PC-USR0016-01,colleague8@dTA.org,,,usr0016@dTA.org,450000.0,
EML0000749,01/06/2026 12:38:53,USR0016,PC-USR0016-01,colleague6@dTA.org,,,usr0016@dTA.org,450000.0,
EML0000750,01/06/2026 14:48:22,USR0016,PC-USR0016-01,colleague2@dTA.org,,,usr0016@dTA.org,450000.0,
EML0000751,01/06/2026 11:16:46,USR0016,PC-USR0016-01,colleague8@dTA.org,,,usr0016@dTA.org,450000.0,
EML0000752,01/06/2026 10:04:04,USR0016,PC-USR0016-01,colleague8@dTA.org,,,usr0016@dTA.org,450000.0,
EML0000753,01/06/2026 15:59:29,USR0016,PC-USR0016-01,colleague1@dTA.org,,,usr0016@dTA.org,450000.0,
EML0000754,01/06/2026 15:09:22,USR0016,PC-USR0016-01,colleague7@dTA.org,,,usr0016@dTA.org,450000.0,
EML0000755,01/06/2026 16:55:27,USR0016,PC-USR0016-01,colleague2@dTA.org,,,usr0016@dTA.org,450000.0,memo.docx
EML0000756,01/06/2026 14:35:18,USR0016,PC-USR0016-01,colleague3@dTA.org,,,usr0016@dTA.org,450000.0,
EML0000757,01/06/2026 09:50:00,USR0016,PC-USR0016-01,colleague9@dTA.org,,,usr0016@dTA.org,450000.0,memo.docx
EML0000758,01/06/2026 15:15:02,USR0016,PC-USR0016-01,colleague9@dTA.org,,,usr0016@dTA.org,450000.0,
EML0000759,01/06/2026 15:30:33,USR0017,PC-USR0017-01,colleague5@dTA.org,,,usr0017@dTA.org,450000.0,
EML0000760,01/06/2026 12:19:43,USR0017,PC-USR0017-01,colleague1@dTA.org,,,usr0017@dTA.org,450000.0,
EML0000761,01/06/2026 12:03:28,USR0017,PC-USR0017-01,colleague2@dTA.org,,,usr0017@dTA.org,450000.0,
EML0000762,01/06/2026 16:29:24,USR0017,PC-USR0017-01,colleague2@dTA.org,,,usr0017@dTA.org,450000.0,
EML0000763,01/06/2026 12:20:42,USR0017,PC-USR0017-01,colleague1@dTA.org,,,usr0017@dTA.org,450000.0,
EML0000764,01/06/2026 16:49:55,USR0018,PC-USR0018-01,colleague1@dTA.org,,,usr0018@dTA.org,450000.0,
EML0000765,01/06/2026 10:09:57,USR0018,PC-USR0018-01,colleague10@dTA.org,,,usr0018@dTA.org,450000.0,
EML0000766,01/06/2026 16:58:09,USR0018,PC-USR0018-01,colleague9@dTA.org,,,usr0018@dTA.org,450000.0,
EML0000767,01/06/2026 15:33:03,USR0018,PC-USR0018-01,colleague10@dTA.org,,,usr0018@dTA.org,450000.0,memo.docx
EML0000768,01/06/2026 11:57:25,USR0018,PC-USR0018-01,colleague2@dTA.org,,,usr0018@dTA.org,450000.0,
EML0000769,01/06/2026 15:16:07,USR0018,PC-USR0018-01,colleague8@dTA.org,,,usr0018@dTA.org,450000.0,memo.docx
EML0000770,01/06/2026 14:12:55,USR0018,PC-USR0018-01,colleague8@dTA.org,,,usr0018@dTA.org,450000.0,memo.docx
EML0000771,01/06/2026 15:02:21,USR0018,PC-USR0018-01,colleague7@dTA.org,,,usr0018@dTA.org,450000.0,
EML0000772,01/06/2026 15:34:32,USR0018,PC-USR0018-01,colleague1@dTA.org,,,usr0018@dTA.org,450000.0,
EML0000773,01/06/2026 10:44:53,USR0018,PC-USR0018-01,colleague7@dTA.org,,,usr0018@dTA.org,450000.0,
EML0000774,01/06/2026 16:55:36,USR0018,PC-USR0018-01,colleague6@dTA.org,,,usr0018@dTA.org,450000.0,
EML0000775,01/06/2026 13:29:55,USR0019,PC-USR0019-01,colleague6@dTA.org,,,usr0019@dTA.org,450000.0,
EML0000776,01/06/2026 10:51:51,USR0019,PC-USR0019-01,colleague2@dTA.org,,,usr0019@dTA.org,450000.0,memo.docx
EML0000777,01/06/2026 10:13:34,USR0019,PC-USR0019-01,colleague1@dTA.org,,,usr0019@dTA.org,450000.0,
EML0000778,01/06/2026 11:35:57,USR0019,PC-USR0019-01,colleague8@dTA.org,,,usr0019@dTA.org,450000.0,
EML0000779,01/06/2026 09:57:25,USR0019,PC-USR0019-01,colleague7@dTA.org,,,usr0019@dTA.org,450000.0,memo.docx
EML0000780,01/06/2026 13:22:39,USR0019,PC-USR0019-01,colleague9@dTA.org,,,usr0019@dTA.org,450000.0,
EML0000781,01/06/2026 15:24:14,USR0019,PC-USR0019-01,colleague6@dTA.org,,,usr0019@dTA.org,450000.0,
EML0000782,01/06/2026 13:05:33,USR0019,PC-USR0019-01,colleague1@dTA.org,,,usr0019@dTA.org,450000.0,memo.docx
EML0000783,01/06/2026 11:30:40,USR0020,PC-USR0020-01,colleague7@dTA.org,,,usr0020@dTA.org,450000.0,
EML0000784,01/06/2026 13:29:12,USR0020,PC-USR0020-01,colleague1@dTA.org,,,usr0020@dTA.org,450000.0,
EML0000785,01/06/2026 11:19:03,USR0020,PC-USR0020-01,colleague4@dTA.org,,,usr0020@dTA.org,450000.0,
EML0000786,01/06/2026 14:43:54,USR0020,PC-USR0020-01,colleague4@dTA.org,,,usr0020@dTA.org,450000.0,memo.docx
EML0000787,01/06/2026 11:36:28,USR0021,PC-USR0021-01,colleague8@dTA.org,,,usr0021@dTA.org,450000.0,
EML0000788,01/06/2026 10:16:22,USR0021,PC-USR0021-01,colleague9@dTA.org,,,usr0021@dTA.org,450000.0,
EML0000789,01/06/2026 10:07:47,USR0021,PC-USR0021-01,colleague5@dTA.org,,,usr0021@dTA.org,450000.0,
EML0000790,01/06/2026 10:23:28,USR0021,PC-USR0021-01,colleague3@dTA.org,,,usr0021@dTA.org,450000.0,
EML0000791,01/06/2026 13:45:13,USR0021,PC-USR0021-01,colleague7@dTA.org,,,usr0021@dTA.org,450000.0,
EML0000792,01/06/2026 10:26:34,USR0021,PC-USR0021-01,colleague7@dTA.org,,,usr0021@dTA.org,450000.0,memo.docx
EML0000793,01/06/2026 13:24:58,USR0021,PC-USR0021-01,colleague1@dTA.org,,,usr0021@dTA.org,450000.0,
EML0000794,01/06/2026 15:04:05,USR0021,PC-USR0021-01,colleague9@dTA.org,,,usr0021@dTA.org,450000.0,
EML0000795,01/06/2026 15:47:47,USR0021,PC-USR0021-01,colleague1@dTA.org,,,usr0021@dTA.org,450000.0,
EML0000796,01/06/2026 09:48:36,USR0022,PC-USR0022-01,colleague8@dTA.org,,,usr0022@dTA.org,450000.0,
EML0000797,01/06/2026 13:11:46,USR0022,PC-USR0022-01,colleague5@dTA.org,,,usr0022@dTA.org,450000.0,
EML0000798,01/06/2026 16:13:46,USR0022,PC-USR0022-01,colleague9@dTA.org,,,usr0022@dTA.org,450000.0,
EML0000799,01/06/2026 14:45:11,USR0022,PC-USR0022-01,colleague4@dTA.org,,,usr0022@dTA.org,450000.0,
EML0000800,01/06/2026 16:18:35,USR0022,PC-USR0022-01,colleague8@dTA.org,,,usr0022@dTA.org,450000.0,
EML0000801,01/06/2026 09:30:35,USR0022,PC-USR0022-01,colleague9@dTA.org,,,usr0022@dTA.org,450000.0,
EML0000802,01/06/2026 11:21:15,USR0022,PC-USR0022-01,colleague3@dTA.org,,,usr0022@dTA.org,450000.0,
EML0000803,01/06/2026 13:47:28,USR0023,PC-USR0023-01,colleague8@dTA.org,,,usr0023@dTA.org,450000.0,memo.docx
EML0000804,01/06/2026 12:28:17,USR0023,PC-USR0023-01,colleague4@dTA.org,,,usr0023@dTA.org,450000.0,
EML0000805,01/06/2026 14:02:38,USR0023,PC-USR0023-01,colleague7@dTA.org,,,usr0023@dTA.org,450000.0,
EML0000806,01/06/2026 12:32:02,USR0023,PC-USR0023-01,colleague7@dTA.org,,,usr0023@dTA.org,450000.0,memo.docx
EML0000807,01/06/2026 14:03:09,USR0023,PC-USR0023-01,colleague4@dTA.org,,,usr0023@dTA.org,450000.0,memo.docx
EML0000808,01/06/2026 15:17:25,USR0023,PC-USR0023-01,colleague10@dTA.org,,,usr0023@dTA.org,450000.0,
EML0000809,01/06/2026 11:16:59,USR0023,PC-USR0023-01,colleague4@dTA.org,,,usr0023@dTA.org,450000.0,
EML0000810,01/06/2026 12:22:16,USR0023,PC-USR0023-01,colleague9@dTA.org,,,usr0023@dTA.org,450000.0,
EML0000811,01/06/2026 14:11:07,USR0023,PC-USR0023-01,colleague3@dTA.org,,,usr0023@dTA.org,450000.0,
EML0000812,01/06/2026 14:24:02,USR0023,PC-USR0023-01,colleague4@dTA.org,,,usr0023@dTA.org,450000.0,
EML0000813,01/06/2026 10:00:33,USR0023,PC-USR0023-01,colleague9@dTA.org,,,usr0023@dTA.org,450000.0,memo.docx
EML0000814,01/06/2026 14:55:19,USR0023,PC-USR0023-01,colleague7@dTA.org,,,usr0023@dTA.org,450000.0,
EML0000815,01/06/2026 15:09:55,USR0024,PC-USR0024-01,colleague5@dTA.org,,,usr0024@dTA.org,450000.0,memo.docx
EML0000816,01/06/2026 15:22:29,USR0024,PC-USR0024-01,colleague9@dTA.org,,,usr0024@dTA.org,450000.0,
EML0000817,01/06/2026 15:51:13,USR0024,PC-USR0024-01,colleague6@dTA.org,,,usr0024@dTA.org,450000.0,
EML0000818,01/06/2026 16:28:18,USR0024,PC-USR0024-01,colleague6@dTA.org,,,usr0024@dTA.org,450000.0,
EML0000819,01/06/2026 13:46:56,USR0025,PC-USR0025-01,colleague9@dTA.org,,,usr0025@dTA.org,450000.0,
EML0000820,01/06/2026 15:35:29,USR0025,PC-USR0025-01,colleague5@dTA.org,,,usr0025@dTA.org,450000.0,
EML0000821,01/06/2026 16:16:00,USR0025,PC-USR0025-01,colleague8@dTA.org,,,usr0025@dTA.org,450000.0,memo.docx
EML0000822,01/06/2026 15:24:26,USR0025,PC-USR0025-01,colleague6@dTA.org,,,usr0025@dTA.org,450000.0,
EML0000823,01/06/2026 09:43:28,USR0025,PC-USR0025-01,colleague7@dTA.org,,,usr0025@dTA.org,450000.0,
EML0000824,01/07/2026 16:11:02,AAE0190,PC-AAE0190-01,colleague10@dTA.org,,,aae0190@dTA.org,450000.0,
EML0000825,01/07/2026 10:02:51,AAE0190,PC-AAE0190-01,colleague3@dTA.org,,,aae0190@dTA.org,450000.0,
EML0000826,01/07/2026 16:11:27,AAE0190,PC-AAE0190-01,colleague5@dTA.org,,,aae0190@dTA.org,450000.0,
EML0000827,01/07/2026 11:03:23,AAE0190,PC-AAE0190-01,colleague9@dTA.org,,,aae0190@dTA.org,450000.0,
EML0000828,01/07/2026 16:10:57,AAE0190,PC-AAE0190-01,colleague5@dTA.org,,,aae0190@dTA.org,450000.0,
EML0000829,01/07/2026 16:06:42,AAE0190,PC-AAE0190-01,colleague6@dTA.org,,,aae0190@dTA.org,450000.0,
EML0000830,01/07/2026 16:39:12,AAE0190,PC-AAE0190-01,colleague3@dTA.org,,,aae0190@dTA.org,450000.0,
EML0000831,01/07/2026 16:29:00,AAE0190,PC-AAE0190-01,colleague2@dTA.org,,,aae0190@dTA.org,450000.0,memo.docx
EML0000832,01/07/2026 14:19:43,AAE0190,PC-AAE0190-01,colleague10@dTA.org,,,aae0190@dTA.org,450000.0,memo.docx
EML0000833,01/07/2026 16:43:31,AAE0190,PC-AAE0190-01,colleague4@dTA.org,,,aae0190@dTA.org,450000.0,
EML0000834,01/07/2026 16:47:33,USR0002,PC-USR0002-01,colleague6@dTA.org,,,usr0002@dTA.org,450000.0,
EML0000835,01/07/2026 13:16:17,USR0002,PC-USR0002-01,colleague1@dTA.org,,,usr0002@dTA.org,450000.0,
EML0000836,01/07/2026 14:47:37,USR0002,PC-USR0002-01,colleague4@dTA.org,,,usr0002@dTA.org,450000.0,memo.docx
EML0000837,01/07/2026 11:40:02,USR0002,PC-USR0002-01,colleague8@dTA.org,,,usr0002@dTA.org,450000.0,
EML0000838,01/07/2026 14:27:00,USR0002,PC-USR0002-01,colleague6@dTA.org,,,usr0002@dTA.org,450000.0,memo.docx
EML0000839,01/07/2026 09:07:47,USR0002,PC-USR0002-01,colleague6@dTA.org,,,usr0002@dTA.org,450000.0,memo.docx
EML0000840,01/07/2026 09:57:08,USR0002,PC-USR0002-01,colleague10@dTA.org,,,usr0002@dTA.org,450000.0,
EML0000841,01/07/2026 15:24:12,USR0002,PC-USR0002-01,colleague4@dTA.org,,,usr0002@dTA.org,450000.0,memo.docx
EML0000842,01/07/2026 11:58:15,USR0002,PC-USR0002-01,colleague6@dTA.org,,,usr0002@dTA.org,450000.0,
EML0000843,01/07/2026 15:22:16,USR0002,PC-USR0002-01,colleague1@dTA.org,,,usr0002@dTA.org,450000.0,
EML0000844,01/07/2026 10:11:18,USR0003,PC-USR0003-01,colleague3@dTA.org,,,usr0003@dTA.org,450000.0,
EML0000845,01/07/2026 15:27:18,USR0003,PC-USR0003-01,colleague8@dTA.org,,,usr0003@dTA.org,450000.0,
EML0000846,01/07/2026 15:19:17,USR0003,PC-USR0003-01,colleague1@dTA.org,,,usr0003@dTA.org,450000.0,
EML0000847,01/07/2026 12:49:43,USR0003,PC-USR0003-01,colleague3@dTA.org,,,usr0003@dTA.org,450000.0,
EML0000848,01/07/2026 15:26:15,USR0003,PC-USR0003-01,colleague8@dTA.org,,,usr0003@dTA.org,450000.0,
EML0000849,01/07/2026 14:33:05,USR0003,PC-USR0003-01,colleague9@dTA.org,,,usr0003@dTA.org,450000.0,
EML0000850,01/07/2026 13:17:39,USR0003,PC-USR0003-01,colleague10@dTA.org,,,usr0003@dTA.org,450000.0,memo.docx
EML0000851,01/07/2026 15:33:28,USR0003,PC-USR0003-01,colleague2@dTA.org,,,usr0003@dTA.org,450000.0,
EML0000852,01/07/2026 13:24:52,USR0003,PC-USR0003-01,colleague10@dTA.org,,,usr0003@dTA.org,450000.0,
EML0000853,01/07/2026 14:15:05,USR0003,PC-USR0003-01,colleague6@dTA.org,,,usr0003@dTA.org,450000.0,
EML0000854,01/07/2026 15:25:19,USR0003,PC-USR0003-01,colleague3@dTA.org,,,usr0003@dTA.org,450000.0,memo.docx
EML0000855,01/07/2026 13:00:09,USR0003,PC-USR0003-01,colleague7@dTA.org,,,usr0003@dTA.org,450000.0,
EML0000856,01/07/2026 16:01:33,USR0004,PC-USR0004-01,colleague10@dTA.org,,,usr0004@dTA.org,450000.0,
EML0000857,01/07/2026 13:46:19,USR0004,PC-USR0004-01,colleague1@dTA.org,,,usr0004@dTA.org,450000.0,
EML0000858,01/07/2026 13:59:55,USR0004,PC-USR0004-01,colleague6@dTA.org,,,usr0004@dTA.org,450000.0,
EML0000859,01/07/2026 14:36:12,USR0004,PC-USR0004-01,colleague6@dTA.org,,,usr0004@dTA.org,450000.0,
EML0000860,01/07/2026 16:54:24,USR0004,PC-USR0004-01,colleague6@dTA.org,,,usr0004@dTA.org,450000.0,memo.docx
EML0000861,01/07/2026 13:25:11,USR0004,PC-USR0004-01,colleague1@dTA.org,,,usr0004@dTA.org,450000.0,
EML0000862,01/07/2026 14:27:09,USR0004,PC-USR0004-01,colleague3@dTA.org,,,usr0004@dTA.org,450000.0,
EML0000863,01/07/2026 11:26:01,USR0004,PC-USR0004-01,colleague3@dTA.org,,,usr0004@dTA.org,450000.0,
EML0000864,01/07/2026 15:16:42,USR0005,PC-USR0005-01,colleague2@dTA.org,,,usr0005@dTA.org,450000.0,
EML0000865,01/07/2026 14:17:07,USR0005,PC-USR0005-01,colleague4@dTA.org,,,usr0005@dTA.org,450000.0,
EML0000866,01/07/2026 12:27:25,USR0005,PC-USR0005-01,colleague6@dTA.org,,,usr0005@dTA.org,450000.0,
EML0000867,01/07/2026 09:08:33,USR0005,PC-USR0005-01,colleague6@dTA.org,,,usr0005@dTA.org,450000.0,
EML0000868,01/07/2026 10:21:57,USR0005,PC-USR0005-01,colleague7@dTA.org,,,usr0005@dTA.org,450000.0,
EML0000869,01/07/2026 14:35:07,USR0005,PC-USR0005-01,colleague8@dTA.org,,,usr0005@dTA.org,450000.0,
EML0000870,01/07/2026 10:42:23,USR0005,PC-USR0005-01,colleague8@dTA.org,,,usr0005@dTA.org,450000.0,
EML0000871,01/07/2026 09:45:21,USR0005,PC-USR0005-01,colleague3@dTA.org,,,usr0005@dTA.org,450000.0,
EML0000872,01/07/2026 13:37:11,USR0005,PC-USR0005-01,colleague3@dTA.org,,,usr0005@dTA.org,450000.0,memo.docx
EML0000873,01/07/2026 12:41:19,USR0006,PC-USR0006-01,colleague8@dTA.org,,,usr0006@dTA.org,450000.0,
EML0000874,01/07/2026 12:19:19,USR0006,PC-USR0006-01,colleague3@dTA.org,,,usr0006@dTA.org,450000.0,memo.docx
EML0000875,01/07/2026 15:23:04,USR0006,PC-USR0006-01,colleague1@dTA.org,,,usr0006@dTA.org,450000.0,
EML0000876,01/07/2026 13:53:25,USR0006,PC-USR0006-01,colleague1@dTA.org,,,usr0006@dTA.org,450000.0,memo.docx
EML0000877,01/07/2026 13:07:12,USR0006,PC-USR0006-01,colleague2@dTA.org,,,usr0006@dTA.org,450000.0,
EML0000878,01/07/2026 14:21:47,USR0006,PC-USR0006-01,colleague8@dTA.org,,,usr0006@dTA.org,450000.0,
EML0000879,01/07/2026 11:03:46,USR0006,PC-USR0006-01,colleague8@dTA.org,,,usr0006@dTA.org,450000.0,
EML0000880,01/07/2026 11:43:43,USR0006,PC-USR0006-01,colleague3@dTA.org,,,usr0006@dTA.org,450000.0,
EML0000881,01/07/2026 16:03:01,USR0007,PC-USR0007-01,colleague4@dTA.org,,,usr0007@dTA.org,450000.0,
EML0000882,01/07/2026 16:17:12,USR0007,PC-USR0007-01,colleague3@dTA.org,,,usr0007@dTA.org,450000.0,
EML0000883,01/07/2026 15:51:43,USR0007,PC-USR0007-01,colleague8@dTA.org,,,usr0007@dTA.org,450000.0,
EML0000884,01/07/2026 14:13:24,USR0007,PC-USR0007-01,colleague3@dTA.org,,,usr0007@dTA.org,450000.0,
EML0000885,01/07/2026 11:13:07,USR0007,PC-USR0007-01,colleague2@dTA.org,,,usr0007@dTA.org,450000.0,
EML0000886,01/07/2026 11:05:52,USR0008,PC-USR0008-01,colleague6@dTA.org,,,usr0008@dTA.org,450000.0,memo.docx
EML0000887,01/07/2026 09:08:24,USR0008,PC-USR0008-01,colleague1@dTA.org,,,usr0008@dTA.org,450000.0,
EML0000888,01/07/2026 11:04:16,USR0008,PC-USR0008-01,colleague4@dTA.org,,,usr0008@dTA.org,450000.0,
EML0000889,01/07/2026 13:44:33,USR0008,PC-USR0008-01,colleague7@dTA.org,,,usr0008@dTA.org,450000.0,
EML0000890,01/07/2026 15:50:59,USR0008,PC-USR0008-01,colleague6@dTA.org,,,usr0008@dTA.org,450000.0,
EML0000891,01/07/2026 16:04:23,USR0008,PC-USR0008-01,colleague6@dTA.org,,,usr0008@dTA.org,450000.0,
EML0000892,01/07/2026 10:01:22,USR0008,PC-USR0008-01,colleague3@dTA.org,,,usr0008@dTA.org,450000.0,memo.docx
EML0000893,01/07/2026 12:04:35,USR0008,PC-USR0008-01,colleague8@dTA.org,,,usr0008@dTA.org,450000.0,
EML0000894,01/07/2026 14:03:30,USR0008,PC-USR0008-01,colleague10@dTA.org,,,usr0008@dTA.org,450000.0,
EML0000895,01/07/2026 12:29:28,USR0008,PC-USR0008-01,colleague4@dTA.org,,,usr0008@dTA.org,450000.0,memo.docx
EML0000896,01/07/2026 16:13:21,USR0009,PC-USR0009-01,colleague8@dTA.org,,,usr0009@dTA.org,450000.0,memo.docx
EML0000897,01/07/2026 14:24:57,USR0009,PC-USR0009-01,colleague8@dTA.org,,,usr0009@dTA.org,450000.0,
EML0000898,01/07/2026 10:09:54,USR0009,PC-USR0009-01,colleague4@dTA.org,,,usr0009@dTA.org,450000.0,memo.docx
EML0000899,01/07/2026 14:29:42,USR0009,PC-USR0009-01,colleague9@dTA.org,,,usr0009@dTA.org,450000.0,
EML0000900,01/07/2026 14:50:37,USR0009,PC-USR0009-01,colleague2@dTA.org,,,usr0009@dTA.org,450000.0,
EML0000901,01/07/2026 11:45:19,USR0009,PC-USR0009-01,colleague3@dTA.org,,,usr0009@dTA.org,450000.0,
EML0000902,01/07/2026 09:43:50,USR0010,PC-USR0010-01,colleague10@dTA.org,,,usr0010@dTA.org,450000.0,
EML0000903,01/07/2026 11:53:00,USR0010,PC-USR0010-01,colleague4@dTA.org,,,usr0010@dTA.org,450000.0,
EML0000904,01/07/2026 16:10:06,USR0010,PC-USR0010-01,colleague3@dTA.org,,,usr0010@dTA.org,450000.0,memo.docx
EML0000905,01/07/2026 14:40:04,USR0010,PC-USR0010-01,colleague10@dTA.org,,,usr0010@dTA.org,450000.0,memo.docx
EML0000906,01/07/2026 13:57:22,USR0010,PC-USR0010-01,colleague7@dTA.org,,,usr0010@dTA.org,450000.0,memo.docx
EML0000907,01/07/2026 10:59:19,USR0011,PC-USR0011-01,colleague10@dTA.org,,,usr0011@dTA.org,450000.0,
EML0000908,01/07/2026 15:05:34,USR0011,PC-USR0011-01,colleague1@dTA.org,,,usr0011@dTA.org,450000.0,
EML0000909,01/07/2026 15:10:32,USR0011,PC-USR0011-01,colleague9@dTA.org,,,usr0011@dTA.org,450000.0,
EML0000910,01/07/2026 16:39:10,USR0011,PC-USR0011-01,colleague5@dTA.org,,,usr0011@dTA.org,450000.0,
EML0000911,01/07/2026 13:56:01,USR0011,PC-USR0011-01,colleague4@dTA.org,,,usr0011@dTA.org,450000.0,
EML0000912,01/07/2026 14:05:33,USR0011,PC-USR0011-01,colleague7@dTA.org,,,usr0011@dTA.org,450000.0,
EML0000913,01/07/2026 14:26:51,USR0011,PC-USR0011-01,colleague2@dTA.org,,,usr0011@dTA.org,450000.0,
EML0000914,01/07/2026 13:17:03,USR0011,PC-USR0011-01,colleague9@dTA.org,,,usr0011@dTA.org,450000.0,
EML0000915,01/07/2026 12:44:41,USR0011,PC-USR0011-01,colleague4@dTA.org,,,usr0011@dTA.org,450000.0,
EML0000916,01/07/2026 12:08:00,USR0012,PC-USR0012-01,colleague6@dTA.org,,,usr0012@dTA.org,450000.0,memo.docx
EML0000917,01/07/2026 11:04:52,USR0012,PC-USR0012-01,colleague4@dTA.org,,,usr0012@dTA.org,450000.0,
EML0000918,01/07/2026 15:57:12,USR0012,PC-USR0012-01,colleague7@dTA.org,,,usr0012@dTA.org,450000.0,
EML0000919,01/07/2026 10:56:39,USR0012,PC-USR0012-01,colleague10@dTA.org,,,usr0012@dTA.org,450000.0,memo.docx
EML0000920,01/07/2026 09:11:19,USR0012,PC-USR0012-01,colleague1@dTA.org,,,usr0012@dTA.org,450000.0,
EML0000921,01/07/2026 10:04:43,USR0012,PC-USR0012-01,colleague8@dTA.org,,,usr0012@dTA.org,450000.0,
EML0000922,01/07/2026 13:54:30,USR0012,PC-USR0012-01,colleague2@dTA.org,,,usr0012@dTA.org,450000.0,
EML0000923,01/07/2026 16:03:42,USR0012,PC-USR0012-01,colleague7@dTA.org,,,usr0012@dTA.org,450000.0,
EML0000924,01/07/2026 14:51:54,USR0012,PC-USR0012-01,colleague8@dTA.org,,,usr0012@dTA.org,450000.0,
