employee_name,user,anomaly_score,risk_score,risk_level,is_anomaly
Cherokee Tashya Ramirez,CTR0697,0.1622122228695932,8.25,Low,False
Blaine Helen Cervantes,BHC0665,0.12586819328019405,17.57,Low,False
Dominic Calvin Hewitt,DCH0843,0.1133087502122006,20.79,Low,False
Wade Ira Frazier,WIF0691,-0.022117463580623387,55.51,High,True
Hanae Wendy Meyer,HWM0342,0.16225473935032575,8.24,Low,False
Mufutau Nehru Contreras,MNC0717,0.14247620841042352,13.31,Low,False
Abel Reese Boone,ARB0881,0.15992393563721774,8.83,Low,False
Azalia Halee Cantu,AHC0142,0.15246262594389087,10.75,Low,False
Zenia Freya Macias,ZFM0468,0.17372146757708506,5.3,Low,False
Delilah Iliana Wilkinson,DIW0118,0.08507095123632019,28.03,Medium,False
Upton Sebastian Holt,USH0199,0.12399042858539133,18.05,Low,False
Mallory Alexis Daniel,MAD0753,0.14828221682897252,11.82,Low,False
Kim Dara Sullivan,KDS0349,0.1527663497694503,10.67,Low,False
Laith Jason Britt,LJB0826,0.16859935264139114,6.61,Low,False
Farrah Kim Keith,FKK0055,0.07240794236216541,31.28,Medium,False
Tara Alma Potts,TAP0551,0.12844938724298793,16.91,Low,False
Fletcher Perry Cantu,FPC0954,0.149703132626548,11.46,Low,False
Galena Britanney Merritt,GBM0603,0.15638551309971765,9.74,Low,False
Casey Xerxes Conrad,CXC0336,0.1682532431096065,6.7,Low,False
Hakeem Mason Mccall,HMM0108,0.10102337629397573,23.94,Low,False
Fritz Dale Ellison,FDE0117,0.16359366754649102,7.89,Low,False
Fatima Ulla Mcclure,FUM0015,0.05866701813120223,34.8,Medium,False
Nelle April Bowen,NAB0801,0.17442588205474163,5.12,Low,False
Geoffrey Jin Tucker,GJT0386,0.1692693251896718,6.44,Low,False
Kathleen Aline Chan,KAC0124,0.17941020251179912,3.84,Low,False
Raymond Gray Hyde,RGH0728,0.1615680498786236,8.41,Low,False
Charde Cynthia Rasmussen,CCR0863,0.14377803865018396,12.97,Low,False
Tiger Tucker Dawson,TTD1000,0.18429074402422818,2.59,Low,False
Oleg Kane Britt,OKB0439,0.18022906699395325,3.63,Low,False
Xander Aaron Acevedo,XAA0104,0.115762525650498,20.16,Low,False
Reuben Fulton Pugh,RFP0380,0.18889415823383254,1.41,Low,False
Josiah Thaddeus Stewart,JTS0389,0.12071704060764415,18.89,Low,False
Cameran Madonna Shepard,CMS0454,0.1637394735513305,7.86,Low,False
Jaden Kylan Buckley,JKB0126,0.18207638402446336,3.15,Low,False
Lillith Adena Matthews,LAM0911,0.1323192224760435,15.91,Low,False
Grady Craig Coffey,GCC0744,0.15605069203068445,9.83,Low,False
Colin Lawrence Holder,CLH0703,0.16450813513581752,7.66,Low,False
Keely Mollie Weiss,KMW0545,0.12911523787979406,16.73,Low,False
Piper Sasha Fuentes,PSF0133,0.07710188123556128,30.07,Medium,False
Nathaniel Hunter Heath,NHH0185,0.175914457255413,4.73,Low,False
Nehru Cyrus Everett,NCE0097,0.15678540814421327,9.64,Low,False
Camilla Camille Leach,CCL0068,0.09240432655226577,26.15,Medium,False
Anne Jane Carey,AJC0840,0.15271037322283648,10.68,Low,False
George Cade Chen,GCC0945,0.17361828797099466,5.32,Low,False
Noah Andrew Beck,NAB0903,0.1673575446092162,6.93,Low,False
Alice Orli Stout,AOS0987,0.15504375225223216,10.09,Low,False
Jana Amanda Dorsey,JAD0609,0.10965103402335297,21.73,Low,False
Alea Maggie Whitfield,AMW0392,0.12759560988619123,17.12,Low,False
Fay Ingrid Rodriquez,FIR0920,0.14606386573025948,12.39,Low,False
Rowan Neve Parks,RNP0211,0.03943602963916404,39.73,Medium,False
Rose Hanae Yates,RHY0079,0.09424954994206414,25.67,Medium,False
Chiquita Linda Stokes,CLS0296,0.1714719183079556,5.87,Low,False
Julian Samson Allen,JSA0775,0.14810228519017088,11.87,Low,False
Rina Denise Mcgee,RDM0115,0.17779182751658723,4.25,Low,False
Joel Kennan Mccarty,JKM0303,0.15683123668568844,9.63,Low,False
Irene Jemima Meyers,IJM0139,0.16235951412683447,8.21,Low,False
September Vielka Livingston,SVL0940,0.1755159806946615,4.84,Low,False
Lacota Dahlia Good,LDG0459,0.0858502593350936,27.83,Medium,False
Raymond Otto Bond,ROB0272,0.18141792012427155,3.32,Low,False
Lamar Nissim Strickland,LNS0989,0.15013225475386682,11.35,Low,False
Charissa Nyssa Mcgee,CNM0800,0.15195485532133152,10.88,Low,False
Halla Germaine Nolan,HGN0287,0.1648125001264344,7.58,Low,False
Kay Maxine Skinner,KMS0657,0.165462767349559,7.41,Low,False
Beverly Melissa Garner,BMG0917,-0.01500985009118383,53.69,High,True
Hollee Vanna Becker,HVB0037,0.12894896239210824,16.78,Low,False
Phelan Nissim Howell,PNH0761,0.10393812023381893,23.19,Low,False
Jackson Linus Wilkerson,JLW0053,0.159740267166312,8.88,Low,False
Justine Nola Adkins,JNA0559,0.13245531246925224,15.88,Low,False
Orla Yolanda Middleton,OYM0026,0.1742003852661898,5.17,Low,False
Naida Imelda Hughes,NIH0969,0.1541875562830226,10.31,Low,False
Rogan Chandler Coffey,RCC0617,0.12934542333951543,16.68,Low,False
Grady Jordan Duran,GJD0298,0.1660854418315615,7.25,Low,False
Marcia Lillian Lynn,MLL0598,0.001422029219494969,49.48,Medium,False
Daria Samantha Mcbride,DSM0591,0.1658418637468579,7.32,Low,False
Bernard Tobias Landry,BTL0226,0.1402249342649517,13.89,Low,False
Selma Barbara Nicholson,SBN0971,0.09037780799382927,26.67,Medium,False
Camilla Claire Whitehead,CCW0524,0.18329141364293638,2.84,Low,False
Ira Wyatt Moss,IWM0816,0.1564807201860552,9.72,Low,False
John Omar Lancaster,JOL0024,0.16025625267874039,8.75,Low,False
Ella Nita Lewis,ENL0100,0.17242466932295075,5.63,Low,False
Talon Ian Ware,TIW0299,0.15782854508086253,9.37,Low,False
Zachery Samson Kerr,ZSK0258,0.19263249175426783,0.45,Low,False
Chaim Grant Fernandez,CGF0337,0.17439249801651707,5.12,Low,False
Erich Harding Bryant,EHB0420,0.10857827264728392,22.0,Low,False
Rhona Germane Nelson,RGN0408,0.15534705226171475,10.01,Low,False
Frances Hermione Owens,FHO0630,0.11730275934942519,19.76,Low,False
Jescie Kristen Jenkins,JKJ0698,0.1263656661299351,17.44,Low,False
Shana Callie Ferguson,SCF0608,0.14362979088315675,13.01,Low,False
Blythe Veda Cooke,BVC0790,0.04568875111222226,38.13,Medium,False
Noel Reagan Foster,NRF0137,0.13849178110337262,14.33,Low,False
Hashim Damon Dudley,HDD0789,0.15591539150941286,9.86,Low,False
Irma Eugenia Booker,IEB0153,0.15994294976405005,8.83,Low,False
Idola Carly Haley,ICH0294,0.08290306405099063,28.58,Medium,False
Zena Sigourney Langley,ZSL0305,0.1740065881717276,5.22,Low,False
Ann Jolie Potts,AJP0723,0.1627575341510491,8.11,Low,False
Galena Deborah Francis,GDF0704,0.14483331453179832,12.7,Low,False
Thor Jameson Diaz,TJD0996,0.1656033610929072,7.38,Low,False
Ocean Maite Summers,OMS0101,0.1648343675082754,7.58,Low,False
Bevis Christopher Mcknight,BCM0653,0.1715817933718618,5.85,Low,False
Brett Damian Beck,BDB0453,0.16770543520983305,6.84,Low,False
Nash Conan Knight,NCK0421,0.17784878475110177,4.24,Low,False
Lunea Priscilla Hardy,LPH0572,0.09888485911067474,24.49,Low,False
Meredith Florence Valdez,MFV0897,0.17141257860439363,5.89,Low,False
Myles August Heath,MAH0149,0.14388866666050998,12.95,Low,False
Ella Cassandra Rivera,ECR0822,0.16254667302562525,8.16,Low,False
Preston Odysseus Bryan,POB0343,0.1674226878313555,6.91,Low,False
Iris Rhea Terrell,IRT0491,0.1475529355199875,12.01,Low,False
Halla Kendall Irwin,HKI0171,0.11494064904235113,20.37,Low,False
Deanna Imelda Blanchard,DIB0285,0.08000393777934123,29.33,Medium,False
Imani Aubrey Ray,IAR0694,0.1078747860108954,22.18,Low,False
Cora Maisie Mclean,CMM0487,0.137454419930217,14.6,Low,False
Leslie Cassandra Colon,LCC0819,0.0845813203682686,28.15,Medium,False
Armand Gabriel Brewer,AGB0643,0.18009891049759297,3.66,Low,False
Portia Illana David,PID0426,0.13805472572905542,14.44,Low,False
Hadley Leandra May,HLM0933,0.18532586856779,2.32,Low,False
Keaton Ronan Leonard,KRL0062,0.16813481835066835,6.73,Low,False
Meghan Phoebe Macias,MPM0220,-0.13244446537694154,83.8,Critical,True
Jonah Dakota Bird,JDB0169,-0.04059841531232322,60.25,High,True
Amal Alexander Shelton,AAS0442,0.11996467045866815,19.08,Low,False
Zorita Jaime Spears,ZJS0269,0.180630074482252,3.53,Low,False
Cleo Jeanette Morales,CJM0521,0.15069703417858793,11.2,Low,False
Morgan Deborah Hoover,MDH0580,0.10246920122265224,23.57,Low,False
Jackson Rafael Sutton,JRS0362,-0.017119736614674474,54.23,High,True
Wynne Xyla Hartman,WXH0872,0.06034571732981209,34.37,Medium,False
Montana Hannah Arnold,MHA0798,0.1540313175023289,10.35,Low,False
Jane Zia Day,JZD0888,0.17366665653418384,5.31,Low,False
Hedwig Dai Duffy,HDD0806,0.1120306215515306,21.12,Low,False
Bruce Sawyer Barrera,BSB0990,0.1666943639649257,7.1,Low,False
Amy Lucy Chen,ALC0788,0.16669750449180437,7.1,Low,False
Jonas Connor Riddle,JCR0921,0.1754433675308596,4.86,Low,False
Rogan Reuben Alexander,RRA0938,0.17392121489647144,5.25,Low,False
Seth Harlan Walls,SHW0578,0.1587140017615321,9.14,Low,False
Gil Calvin Lindsay,GCL0016,0.12188582114755986,18.59,Low,False
Garrett Omar Kelly,GOK0238,0.1659916021177535,7.28,Low,False
Buckminster Connor Bush,BCB0679,0.15085622833483042,11.16,Low,False
Ivor Herrod Kaufman,IHK0841,0.1788754819867009,3.97,Low,False
Sawyer Arden Puckett,SAP0867,0.14488230730243307,12.69,Low,False
Alma Leila Duncan,ALD0529,0.17502380065861872,4.96,Low,False
Kenyon Raja Galloway,KRG0158,0.18069221959663467,3.51,Low,False
Teegan Jillian Burris,TJB0302,0.16455951124462487,7.65,Low,False
Ivan Levi Craig,ILC0838,0.17493312929767707,4.99,Low,False
Renee Ivana Hayden,RIH0777,0.17825432366351457,4.13,Low,False
Hermione Casey Witt,HCW0419,0.16986092400818464,6.29,Low,False
Demetrius Alvin Levy,DAL0673,0.12706287580790865,17.26,Low,False
Roth Mannix Simon,RMS0266,0.1762085906501945,4.66,Low,False
Kibo Dolan Turner,KDT0346,0.15069257120095325,11.2,Low,False
Kay Alexa Logan,KAL0395,0.17244731513590789,5.62,Low,False
Abdul Ralph Deleon,ARD0509,0.1683281786328542,6.68,Low,False
Blair Todd Long,BTL0722,0.13979567136177068,14.0,Low,False
Whilemina Pandora England,WPE0538,0.1686533017579649,6.6,Low,False
Candice Lunea Fischer,CLF0852,0.08583639297280105,27.83,Medium,False
Honorato Joseph Adkins,HJA0018,0.15558203828983636,9.95,Low,False
Mariko Ivana Mckee,MIM0712,0.14110962122387571,13.66,Low,False
Casey Edward Joyce,CEJ0109,0.0965725609089838,25.08,Medium,False
Jeanette Cally Whitfield,JCW0858,0.13426585163233262,15.41,Low,False
Daria Felicia Rowland,DFR0218,0.0104935672075529,47.15,Medium,False
Byron Armand Livingston,BAL0044,-0.14195836245755744,86.24,Critical,True
Ashely Sarah Shields,ASS0206,0.1504423685949956,11.27,Low,False
Isaiah Upton Buchanan,IUB0565,0.11802763371918468,19.58,Low,False
Alec Scott Goff,ASG0048,0.15307408482506452,10.59,Low,False
Tyler Eden Talley,TET0621,0.1117387517737623,21.19,Low,False
Alexander Rafael Arnold,ARA0252,0.179503675125523,3.81,Low,False
Axel Malik Rosa,AMR0318,0.09054143169053158,26.63,Medium,False
William Trevor Fuentes,WTF0387,0.18906859173823376,1.36,Low,False
Akeem Jerry Lopez,AJL0462,0.15216990702312955,10.82,Low,False
Skyler Deborah Frazier,SDF0017,0.1694212350219213,6.4,Low,False
Raven Deirdre Morrison,RDM0150,0.17772183014124066,4.27,Low,False
Hiroko Kiona Faulkner,HKF0831,0.16238458507971015,8.2,Low,False
Dustin Gage Franco,DGF0443,0.18886180626742738,1.41,Low,False
Cora Aurora Buckner,CAB0614,0.05583006407114133,35.53,Medium,False
Devin Brett Guzman,DBG0261,0.17208074448660654,5.72,Low,False
Zeph Dakota Wilkerson,ZDW0859,0.13239272461324286,15.89,Low,False
Ulric Colt Holt,UCH0519,0.16019724715236505,8.76,Low,False
Caesar Allen Cash,CAC0889,0.11061657959625532,21.48,Low,False
Ezra Hilel Dyer,EHD0584,0.114853001820096,20.39,Low,False
Oscar Laith Berger,OLB0749,0.15251576393477617,10.73,Low,False
Brock William Hunter,BWH0813,0.17864465136609065,4.03,Low,False
Dorothy Marny Goff,DMG0358,-0.015196271534339001,53.74,High,True
Magee Ashton Evans,MAE0331,0.17391156032797123,5.25,Low,False
Ainsley MacKensie Doyle,AMD0077,0.11259521363976738,20.97,Low,False
Xanthus Louis Buck,XLB0710,0.14577547997522466,12.46,Low,False
Deirdre Amaya Garcia,DAG0558,0.17477483169783614,5.03,Low,False
Whilemina Liberty Velez,WLV0566,0.1549823451247233,10.1,Low,False
Eugenia Hannah Blanchard,EHB0824,0.10465406604192401,23.01,Low,False
Fuller Baker Warner,FBW0747,0.1370740984212297,14.69,Low,False
Stuart Nicolas Cervantes,SNC0187,0.1012538517263808,23.88,Low,False
Ira Brendan Ball,IBB0359,-0.1586825363285299,90.53,Critical,True
Ramona Alma Moses,RAM0447,0.12492451070821076,17.81,Low,False
Alden Jesse Day,AJD0074,0.11177926819874617,21.18,Low,False
Megan Simone Hess,MSH0040,0.02750596694713936,42.79,Medium,False
Quyn Jolie Rosario,QJR0688,0.0955777272987624,25.33,Medium,False
Hilel Tobias Flynn,HTF0641,0.18276134983261716,2.98,Low,False
Rosalyn Daphne Tillman,RDT0424,0.13564671233782838,15.06,Low,False
Xenos Rudyard Small,XRS0633,0.16675693902372846,7.08,Low,False
Risa Lana Guthrie,RLG0856,0.0822576669030991,28.75,Medium,False
Meredith Lunea Delaney,MLD0755,0.1028986484580155,23.46,Low,False
Mariko Olga Snyder,MOS0047,-0.07137398155277619,68.14,High,True
Emerson Tyrone Rojas,ETR0177,0.15292651699953708,10.63,Low,False
Ruth Yael Burris,RYB0718,0.1488368525106346,11.68,Low,False
August Armando Evans,AAE0190,0.13919659058813477,14.15,Low,False
Nicolas Alvin Fitzpatrick,NAF0033,0.1728753803307092,5.51,Low,False
Deborah Victoria Mcclure,DVM0265,0.14108423398169734,13.67,Low,False
Jolene Frances Carey,JFC0757,0.16711904463601168,6.99,Low,False
Azalia Orli Beach,AOB0019,0.15404619975583855,10.34,Low,False
Anika Isabella Pennington,AIP0394,0.15086717927501514,11.16,Low,False
Jin Jonathan Buckley,JJB0127,0.184330583508242,2.58,Low,False
Mallory Carol Spence,MCS0035,0.15023700877556617,11.32,Low,False
Alec Boris Chase,ABC0253,0.17398616714045906,5.23,Low,False
Tasha Quail Sanchez,TQS0212,0.13190767796268027,16.02,Low,False
Roanna Sacha Monroe,RSM0277,0.10770352734023492,22.22,Low,False
Jeanette Eliana Rivera,JER0404,0.18061530420373872,3.53,Low,False
Chastity Ima Gibson,CIG0052,0.16385166867424567,7.83,Low,False
Igor Ishmael Ward,IIW0249,0.0013463971410320186,49.5,Medium,False
Hector Vance Foster,HVF0067,0.07849819985511225,29.71,Medium,False
Hayes William Wheeler,HWW0436,0.11057128848397063,21.49,Low,False
Plato Ethan Valdez,PEV0323,0.10850095246377861,22.02,Low,False
Pearl Georgia Owen,PGO0433,0.1804824532530277,3.56,Low,False
Mallory Virginia Bender,MVB0515,0.10061186116226589,24.04,Low,False
Timon Jacob Gay,TJG0582,0.15095504583454616,11.13,Low,False
Sasha Rina Huffman,SRH0155,0.13060917161205943,16.35,Low,False
Ian Jonas Morrow,IJM0444,0.10091974085452216,23.96,Low,False
Colt Ishmael Mccall,CIM0271,0.07408199103364183,30.85,Medium,False
Cameron Shay Lester,CSL0949,0.17474603282376638,5.03,Low,False
Anthony Aidan Nixon,AAN0823,0.16628619627255814,7.2,Low,False
Jonathan Gary Terry,JGT0221,0.03464545584311063,40.96,Medium,False
Adam Kendall Harrell,AKH0758,0.17507703404996938,4.95,Low,False
Harrison Samuel Gonzales,HSG0818,0.1578310668687643,9.37,Low,False
Mercedes Ina Landry,MIL0255,0.18522550581320207,2.35,Low,False
Jared Geoffrey Morin,JGM0934,0.1616932433352472,8.38,Low,False
Kermit Coby Oliver,KCO0122,0.09651241906040292,25.09,Medium,False
Scott Gary Burks,SGB0140,0.1280515749559839,17.01,Low,False
Nichole Azalia Frye,NAF0326,-0.055846649225853584,64.16,High,True
Igor Ulric Yang,IUY0279,0.16754792542162467,6.88,Low,False
Eve Isadora Mckenzie,EIM0156,0.14761047177361825,11.99,Low,False
Alan Benjamin Holder,ABH0663,0.15205476250007488,10.85,Low,False
Eagan Zephania Talley,EZT0640,0.13687276347497507,14.75,Low,False
Beatrice Alexis Kidd,BAK0964,0.16887393551255647,6.54,Low,False
Jack Carlos Cannon,JCC0225,-0.0052137517962146385,51.18,High,True
Erich Malik Wolf,EMW0105,0.1488168694182554,11.68,Low,False
Kasper Lance Huffman,KLH0596,0.12478347942954893,17.85,Low,False
Shea Jane Franks,SJF0094,0.16866752002099067,6.59,Low,False
Charity Stacey Jennings,CSJ0340,0.17134769733634508,5.91,Low,False
Rae Melissa Wilson,RMW0542,0.07556263393437729,30.47,Medium,False
Jorden Helen Pierce,JHP0583,0.046586652867724676,37.9,Medium,False
Hollee Shannon Dudley,HSD0457,0.1752711423213713,4.9,Low,False
Yasir Wade Wilcox,YWW0660,0.1591455343158084,9.03,Low,False
Prescott Giacomo Conley,PGC0066,0.17994667381474017,3.7,Low,False
Medge Serina Obrien,MSO0222,0.010371265973387112,47.18,Medium,False
Wang Dean Vasquez,WDV0573,0.12958994591771023,16.61,Low,False
Quail Rana Mclean,QRM0739,-0.051885104834987095,63.15,High,True
Alfreda Sierra Savage,ASS0517,0.16038484145584014,8.72,Low,False
Leonard Uriel Ramos,LUR0896,0.125567839783844,17.64,Low,False
Eve Shaeleigh Holman,ESH0283,0.0916937449865326,26.33,Medium,False
Whoopi Britanney Camacho,WBC0192,0.07049683791130701,31.77,Medium,False
Penelope Lysandra Hayes,PLH0715,0.1776661290492626,4.29,Low,False
Vivian Sarah Arnold,VSA0230,0.11592524676552612,20.12,Low,False
Kermit Jonas Gould,KJG0910,0.17081929044318422,6.04,Low,False
Deborah Barbara White,DBW0483,0.14128660834520274,13.61,Low,False
Kyla Blythe Carter,KBC0054,0.18306320442288687,2.9,Low,False
Cathleen Samantha Craig,CSC0217,0.07610770233740038,30.33,Medium,False
Burke Rooney Stafford,BRS0734,0.07313810182429897,31.09,Medium,False
Keane Nicholas Blevins,KNB0022,0.1755341354160297,4.83,Low,False
Paula Isabelle Santiago,PIS0522,0.14261609859858504,13.27,Low,False
Aretha Dorothy Deleon,ADD0846,0.16326872067139925,7.98,Low,False
Martin Armand Douglas,MAD0496,0.14420413975183005,12.87,Low,False
Nicholas Kato Pennington,NKP0236,0.14380630123108407,12.97,Low,False
Valentine Lucian Benjamin,VLB0647,0.15844508071429497,9.21,Low,False
Dai Keely Bullock,DKB0631,0.16755973477946623,6.88,Low,False
Kylie Elizabeth Santos,KES0729,0.11783334003221463,19.63,Low,False
Isadora Buffy Brewer,IBB0696,0.07412138360920106,30.84,Medium,False
Bethany Lydia Lyons,BLL0929,0.14053691089674863,13.81,Low,False
Allegra Bree Coffey,ABC0174,0.08089766373232155,29.1,Medium,False
Hector Abraham Hayes,HAH0248,0.19085976883868927,0.9,Low,False
Nyssa Britanney Carver,NBC0412,0.16048895152294324,8.69,Low,False
Cade Rajah Patterson,CRP0456,0.17975941502534987,3.75,Low,False
Josephine Indira Garza,JIG0128,0.18047167723604363,3.57,Low,False
Ivor Jelani Robbins,IJR0825,0.17203742246442044,5.73,Low,False
Xander Walter Doyle,XWD0923,0.03804136736594621,40.09,Medium,False
Leslie Denise Dillon,LDD0560,0.12635194564522012,17.44,Low,False
Elaine Sonya Hughes,ESH0135,0.17746317772751086,4.34,Low,False
Risa Hillary Obrien,RHO0732,0.051795020934067626,36.56,Medium,False
Dennis Gray Wilson,DGW0752,0.0805183772611599,29.2,Medium,False
Hillary Piper Riddle,HPR0585,0.14726900273978094,12.08,Low,False
Teagan Briar Townsend,TBT0461,0.1689997903350668,6.51,Low,False
Sonia Anne Kirkland,SAK0375,-0.005816081555508279,51.33,High,True
Blaze Jakeem Hahn,BJH0811,0.13479071996689518,15.28,Low,False
Thomas Vladimir Stokes,TVS0006,-0.031468706010165604,57.91,High,True
Frances Alisa Wiggins,FAW0032,0.157170038443589,9.54,Low,False
Wanda Samantha Rogers,WSR0241,0.1603844058293355,8.72,Low,False
Lilah Renee Wagner,LRW0970,0.158718114300836,9.14,Low,False
Zachary Myles Cardenas,ZMC0284,0.1837329853054332,2.73,Low,False
Samantha Audrey Curtis,SAC0687,0.16711848335162655,6.99,Low,False
Cathleen Kelsey Burke,CKB0427,0.18621281589132482,2.09,Low,False
Blaze Trevor Stone,BTS0011,0.1270430057931849,17.27,Low,False
Ingrid Irene Atkins,IIA0092,0.18417100700539535,2.62,Low,False
Wesley Kasper Duffy,WKD0013,0.11960887133940884,19.17,Low,False
Jaden Nicole Johnston,JNJ0556,-0.01712100063935651,54.23,High,True
Tarik Linus Hubbard,TLH0648,0.18308982049359585,2.89,Low,False
Iona Brenda Payne,IBP0883,0.12244687902034973,18.44,Low,False
William Aristotle Sampson,WAS0254,0.16428573370501204,7.72,Low,False
Quemby Nita Pollard,QNP0216,0.001741366203997452,49.4,Medium,False
Katelyn Lani Murray,KLM0639,0.17087892505612018,6.03,Low,False
Ariel Ina Barrett,AIB0948,-0.005685459862649456,51.3,High,True
Raphael Benjamin Bryan,RBB0485,0.1609293806725443,8.58,Low,False
Robert Zeus Cox,RZC0746,0.013510420522275579,46.38,Medium,False
Myles Donovan Macias,MDM0976,0.1840143384244579,2.66,Low,False
Xandra Briar Nielsen,XBN0229,0.17867921686838656,4.03,Low,False
Shaeleigh MacKenzie Harris,SMH0291,0.12131894317293918,18.73,Low,False
Mallory Charissa Dixon,MCD0125,0.11710215663890255,19.81,Low,False
Matthew Harper Glass,MHG0244,0.17653389700325994,4.58,Low,False
Robert Aristotle Stevenson,RAS0432,0.142654059190905,13.26,Low,False
Emily Illana Perry,EIP0997,0.1858828678271855,2.18,Low,False
Elvis Marshall Walton,EMW0772,0.13363715765746786,15.58,Low,False
Sasha Britanney Quinn,SBQ0786,0.13741740941320102,14.61,Low,False
Phelan Dieter Hendricks,PDH0716,0.05667737964476682,35.31,Medium,False
George Zachery Burch,GZB0469,0.16972642484547668,6.32,Low,False
Naomi Meredith Baxter,NMB0972,0.16834874834596758,6.67,Low,False
Octavia Nora Leblanc,ONL0276,0.16551271796657174,7.4,Low,False
Meghan Brianna Jensen,MBJ0312,0.03426198563292737,41.06,Medium,False
Daphne Ruby Reilly,DRR0242,0.16540437388860063,7.43,Low,False
Aurora Jael Hopkins,AJH0175,0.09094511640612962,26.52,Medium,False
Lester Quamar Pearson,LQP0508,0.1525886876970879,10.72,Low,False
Dante Vaughan Weber,DVW0103,0.18337199435729346,2.82,Low,False
Sierra Margaret Barker,SMB0804,0.17393227509268067,5.24,Low,False
Kylie Brielle Greer,KBG0549,0.10655908766075395,22.52,Low,False
Brianna Aretha Hopper,BAH0875,0.12752085449448064,17.14,Low,False
Shelby Lila Turner,SLT0907,0.1487926430734578,11.69,Low,False
Joseph Alan Vaughan,JAV0361,0.011240465337524763,46.96,Medium,False
Claire Olivia Martin,COM0321,0.1478222617318644,11.94,Low,False
Chaim Chadwick Chang,CCC0393,0.18133779816444773,3.34,Low,False
Quintessa Shana Vance,QSV0778,0.1733392435055916,5.39,Low,False
Britanni Marah Cash,BMC0547,0.1811759491508778,3.39,Low,False
Akeem William Mayer,AWM0764,0.17180812911874188,5.79,Low,False
Felicia Xantha Farley,FXF0957,0.16967836269438874,6.33,Low,False
Sylvia Velma Sweet,SVS0871,0.09900393291152565,24.46,Low,False
Dexter Jamal Simon,DJS0682,0.1783804446826241,4.1,Low,False
Nigel Harrison Estrada,NHE0919,0.16253252596880502,8.17,Low,False
Meredith Pamela Tanner,MPT0376,0.09908361392163079,24.44,Low,False
Akeem Quamar Davenport,AQD0820,0.17657784356632827,4.56,Low,False
Yardley Ezra Vang,YEV0793,0.17845142596994285,4.08,Low,False
Zane Cadman Fields,ZCF0590,0.1749555571954265,4.98,Low,False
Kevyn Quin Charles,KQC0708,0.15993684003337638,8.83,Low,False
Lavinia Justine Richmond,LJR0523,0.1083583098303133,22.06,Low,False
Caldwell Quamar Head,CQH0701,0.10146969329658884,23.82,Low,False
Patricia Denise Wright,PDW0259,0.15515504749254028,10.06,Low,False
Fitzgerald Wayne Miranda,FWM0707,0.16555538209949267,7.39,Low,False
Hayes Drake Stephenson,HDS0367,-0.14706921634886883,87.55,Critical,True
Jeremy Rooney Henderson,JRH0455,0.0922192335914217,26.2,Medium,False
Stephanie Eliana Rasmussen,SER0165,0.15971938120928114,8.89,Low,False
Sandra Beverly Diaz,SBD0913,0.1410589248944904,13.67,Low,False
Jerry Kennan Fischer,JKF0465,0.1280738509370668,17.0,Low,False
Carl Ferdinand Wong,CFW0264,0.13795829998599868,14.47,Low,False
Basia Nevada Riggs,BNR0965,0.1468058055555126,12.2,Low,False
Alice Sierra Valenzuela,ASV0946,0.15018294128909904,11.33,Low,False
Kasimir Nehru Galloway,KNG0672,0.17870515480723104,4.02,Low,False
Nola Nerea Ayala,NNA0610,0.14405874019320664,12.9,Low,False
Kane Quinlan Stevenson,KQS0415,0.17621300450923955,4.66,Low,False
Merrill Hiram Hess,MHH0180,0.15431138083408913,10.27,Low,False
Eric Gray Duncan,EGD0132,0.0707739692619816,31.69,Medium,False
Vladimir Thomas Todd,VTT0385,0.0058450042047336614,48.34,Medium,False
Anastasia Sage Griffith,ASG0692,0.1878610246798087,1.67,Low,False
William Price Robles,WPR0368,-0.02476024856951664,56.19,High,True
Hu Akeem Vincent,HAV0121,0.17469004245091607,5.05,Low,False
Hayley Carolyn Cunningham,HCC0344,0.1535809972696076,10.46,Low,False
Ursa Britanney Frederick,UBF0645,0.18656595370427115,2.0,Low,False
Todd Scott Roth,TSR0676,0.12205770797286364,18.54,Low,False
Nathan Kenneth Hicks,NKH0979,0.13359531875857134,15.59,Low,False
Sigourney Xandra Maddox,SXM0895,0.15982094540440744,8.86,Low,False
Kenyon Chancellor Sharpe,KCS0173,0.07107520757067337,31.62,Medium,False
Cyrus Connor Atkinson,CCA0046,-0.06483242265648048,66.47,High,True
Priscilla Martha Vinson,PMV0850,0.0912498182411523,26.44,Medium,False
Preston Kennan Burns,PKB0281,0.17459594562673264,5.07,Low,False
Martin Ivan Cooper,MIC0726,0.1556884612071311,9.92,Low,False
Samson Denton Oconnor,SDO0170,0.13053226504101173,16.37,Low,False
Vincent Avram Aguirre,VAA0087,0.15760633980020372,9.43,Low,False
Emmanuel Lawrence Briggs,ELB0847,0.1404678896840677,13.82,Low,False
Sharon Britanni Kerr,SBK0161,0.05889230930582434,34.74,Medium,False
Axel Seth Lewis,ASL0378,0.16561879158555898,7.37,Low,False
Tobias Lucas Morin,TLM0797,0.17197197685071675,5.75,Low,False
Steel Orson Fields,SOF0808,0.18642580529766162,2.04,Low,False
Sybill Grace Mckay,SGM0021,0.0671996892462502,32.61,Medium,False
Mark Yardley Dunlap,MYD0978,0.14589787463998627,12.43,Low,False
Francis Brian Armstrong,FBA0348,0.16067279086093988,8.64,Low,False
